line_description,spend_amount,gl_description,invoice_date,creation_date,company,cost_center,memo,canonical_supplier_name,classification_path,classification_l1,classification_l2,classification_l3,classification_status,classification_reasoning
"skinstitch skin, gown, isolation",299.75,5501:cost of services related to medical cost,2022-01-18,2022-01-28,"le0053 trinity medical physicians services, llc",clinical services_trinity,"skinstitch skin, gown, isolation",mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
"skinstitch skin, gown, isolation",0.0,2100:accounts payable,2022-01-18,2022-01-28,"le0053 trinity medical physicians services, llc",[blank],"skinstitch skin, gown, isolation",mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
"gown, chemo full bck hook&loop",105.78,5501:cost of services related to medical cost,2022-01-18,2022-01-28,"le0053 trinity medical physicians services, llc",clinical services_trinity,"gown, chemo full bck hook&loop",mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
"gown, chemo full bck hook&loop",0.0,2100:accounts payable,2022-01-18,2022-01-28,"le0053 trinity medical physicians services, llc",[blank],"gown, chemo full bck hook&loop",mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
"lab coats, gowns, scrubs",69.31,6350:other expenses,2022-05-05,2022-05-11,"le0039 poinciana physician group, llc",clinics operations & support_ofp90,"lab coats, gowns, scrubs",cintas corporation,non clinical|mro supplies|uniforms,non clinical,mro supplies,uniforms,classified_by_ai,"The transactions involve purchases of lab coats, gowns, and janitorial supplies from Cintas Corporation, which specializes in uniforms and facility services. The classification aligns with the supplier's offerings and the nature of the items purchased, which are categorized under uniforms and janitorial supplies in the taxonomy."
"lab coats, gowns, scrubs",0.0,2100:accounts payable,2022-05-05,2022-05-11,"le0039 poinciana physician group, llc",[blank],"lab coats, gowns, scrubs",cintas corporation,non clinical|mro supplies|uniforms,non clinical,mro supplies,uniforms,classified_by_ai,"The transactions involve purchases of lab coats, gowns, and janitorial supplies from Cintas Corporation, which specializes in uniforms and facility services. The classification aligns with the supplier's offerings and the nature of the items purchased, which are categorized under uniforms and janitorial supplies in the taxonomy."
phamily phone line,700.5,6725:telecommunications,2022-02-05,2022-02-07,"le0092 urban health physicians, llc",clinics operations & support urban health,phamily phone line,jaan health inc,non clinical|telecom|voice and data services,non clinical,telecom,voice and data services,classified_by_ai,"Transaction 1 involves a phone line service provided by Jaan Health Inc., which aligns with voice and data services in the telecom category. Transaction 2 has a spend amount of 0.0, indicating it may not represent an actual purchase, thus classified as non-sourceable."
phamily phone line,0.0,2100:accounts payable,2022-02-05,2022-02-07,"le0092 urban health physicians, llc",[blank],phamily phone line,jaan health inc,non clinical|telecom|voice and data services,non clinical,telecom,voice and data services,classified_by_ai,"Transaction 1 involves a phone line service provided by Jaan Health Inc., which aligns with voice and data services in the telecom category. Transaction 2 has a spend amount of 0.0, indicating it may not represent an actual purchase, thus classified as non-sourceable."
comm pest prevention,127.8,6600:repair & maintenance,2022-06-21,2022-06-27,"le0037 goldenrod physician group, llc",clinics operations & support_ofp88,comm pest prevention,massey services,non clinical|facilities management and maintenance services|pest control,non clinical,facilities management and maintenance services,pest control,classified_by_ai,"The supplier, Massey Services, specializes in pest prevention and control services, which aligns with the pest control category in the taxonomy. The line descriptions indicate pest prevention and rodent exclusion services, confirming the classification."
comm pest prevention,0.0,2100:accounts payable,2022-06-21,2022-06-27,"le0037 goldenrod physician group, llc",[blank],comm pest prevention,massey services,non clinical|facilities management and maintenance services|pest control,non clinical,facilities management and maintenance services,pest control,classified_by_ai,"The supplier, Massey Services, specializes in pest prevention and control services, which aligns with the pest control category in the taxonomy. The line descriptions indicate pest prevention and rodent exclusion services, confirming the classification."
data center,4981.41,6100:data processing,2022-02-10,2022-02-23,"le0097 care partners technology, llc",clinics administration & support,data center,flexential,non clinical|it product & services|data center services,non clinical,it product & services,data center services,classified_by_ai,"The supplier Flexential provides data center solutions, which aligns with the 'data center services' category in the taxonomy. The transactions related to data center services are classified accordingly, while the zero amount transactions are classified as non-sourceable due to lack of specific categorization."
data center,0.0,2100:accounts payable,2022-02-10,2022-02-23,"le0097 care partners technology, llc",[blank],data center,flexential,non clinical|it product & services|data center services,non clinical,it product & services,data center services,classified_by_ai,"The supplier Flexential provides data center solutions, which aligns with the 'data center services' category in the taxonomy. The transactions related to data center services are classified accordingly, while the zero amount transactions are classified as non-sourceable due to lack of specific categorization."
data center,155.0,6100:data processing,2022-02-10,2022-02-23,"le0097 care partners technology, llc",clinics administration & support,data center,flexential,non clinical|it product & services|data center services,non clinical,it product & services,data center services,classified_by_ai,"The supplier Flexential provides data center solutions, which aligns with the 'data center services' category in the taxonomy. The transactions related to data center services are classified accordingly, while the zero amount transactions are classified as non-sourceable due to lack of specific categorization."
data center,0.0,2100:accounts payable,2022-02-10,2022-02-23,"le0097 care partners technology, llc",[blank],data center,flexential,non clinical|it product & services|data center services,non clinical,it product & services,data center services,classified_by_ai,"The supplier Flexential provides data center solutions, which aligns with the 'data center services' category in the taxonomy. The transactions related to data center services are classified accordingly, while the zero amount transactions are classified as non-sourceable due to lack of specific categorization."
medical supplies,0.0,2100:accounts payable,2022-09-06,2022-09-08,"le0032 debary physician group, llc",[blank],medical supplies,mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
medical supplies,376.68,5501:cost of services related to medical cost,2022-09-06,2022-09-08,"le0032 debary physician group, llc",clinical services_ofp83,medical supplies,mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
"ketorolac tromethamine,",0.0,2100:accounts payable,2022-09-06,2022-09-08,"le0032 debary physician group, llc",[blank],"ketorolac tromethamine,",mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
"ketorolac tromethamine,",55.48,5501:cost of services related to medical cost,2022-09-06,2022-09-08,"le0032 debary physician group, llc",clinical services_ofp83,"ketorolac tromethamine,",mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
"lab coats, gowns",28.18,6350:other expenses,2022-03-23,2022-03-28,"le0025 curry ford physician group, llc",clinics operations & support_ofp76,"lab coats, gowns",cintas corporation,non clinical|mro supplies|uniforms,non clinical,mro supplies,uniforms,classified_by_ai,"The transactions involve purchases of lab coats, gowns, and janitorial supplies from Cintas Corporation, which specializes in uniforms and facility services. The classification aligns with the supplier's offerings and the nature of the items purchased, which are categorized under uniforms and janitorial supplies in the taxonomy."
"lab coats, gowns",0.0,2100:accounts payable,2022-03-23,2022-03-28,"le0025 curry ford physician group, llc",[blank],"lab coats, gowns",cintas corporation,non clinical|mro supplies|uniforms,non clinical,mro supplies,uniforms,classified_by_ai,"The transactions involve purchases of lab coats, gowns, and janitorial supplies from Cintas Corporation, which specializes in uniforms and facility services. The classification aligns with the supplier's offerings and the nature of the items purchased, which are categorized under uniforms and janitorial supplies in the taxonomy."
medical supplies,0.0,2100:accounts payable,2022-03-03,2022-03-07,"le0068 deltona physicians group, llc",[blank],medical supplies,mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
medical supplies,555.37,5501:cost of services related to medical cost,2022-03-03,2022-03-07,"le0068 deltona physicians group, llc",clinical services_del,medical supplies,mckesson medical surgical,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions involve purchases of medical supplies from McKesson Medical-Surgical, which aligns with the category for clinical supplies. The supplier's offerings and the descriptions of the items purchased (e.g., dexamethasone, medical supplies) confirm this classification."
gabapentin 400mg caps #90,62.45,5501:cost of services related to medical cost,2022-03-23,2022-03-25,"le0031 village physician group, llc",clinical services_ofp82,gabapentin 400mg caps #90,direct rx,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions are from DirectRx, a specialty pharmacy providing medication and medical supplies. The line descriptions and supplier offerings align with the category for clinical supplies, specifically consumable clinical supplies used in patient care."
gabapentin 400mg caps #90,0.0,2100:accounts payable,2022-03-23,2022-03-25,"le0031 village physician group, llc",[blank],gabapentin 400mg caps #90,direct rx,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions are from DirectRx, a specialty pharmacy providing medication and medical supplies. The line descriptions and supplier offerings align with the category for clinical supplies, specifically consumable clinical supplies used in patient care."
medical supplies,3784.94,5501:cost of services related to medical cost,2022-03-23,2022-03-25,"le0031 village physician group, llc",clinical services_ofp82,medical supplies,direct rx,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions are from DirectRx, a specialty pharmacy providing medication and medical supplies. The line descriptions and supplier offerings align with the category for clinical supplies, specifically consumable clinical supplies used in patient care."
medical supplies,0.0,2100:accounts payable,2022-03-23,2022-03-25,"le0031 village physician group, llc",[blank],medical supplies,direct rx,clinical|clinical supplies|clinical supplies other,clinical,clinical supplies,clinical supplies other,classified_by_ai,"All transactions are from DirectRx, a specialty pharmacy providing medication and medical supplies. The line descriptions and supplier offerings align with the category for clinical supplies, specifically consumable clinical supplies used in patient care."
[blank],0.0,2100:accounts payable,2023-01-27,2023-02-09,"le0071 lama physicians, llc",[blank],charter communications,charter communications,non clinical|telecom|voice and data services,non clinical,telecom,voice and data services,classified_by_ai,"All transactions are associated with Charter Communications, a telecommunications company providing internet and voice services. The spend amounts and descriptions align with the voice and data services category, while the zero amounts are classified as non-sourceable due to lack of specific context."
[blank],39.99,6725:telecommunications,2023-01-27,2023-02-09,"le0071 lama physicians, llc",central office administration_lama,charter communications,charter communications,non clinical|telecom|voice and data services,non clinical,telecom,voice and data services,classified_by_ai,"All transactions are associated with Charter Communications, a telecommunications company providing internet and voice services. The spend amounts and descriptions align with the voice and data services category, while the zero amounts are classified as non-sourceable due to lack of specific context."
[blank],120.7,6725:telecommunications,2023-01-27,2023-02-09,"le0071 lama physicians, llc",central office administration_lama,charter communications,charter communications,non clinical|telecom|voice and data services,non clinical,telecom,voice and data services,classified_by_ai,"All transactions are associated with Charter Communications, a telecommunications company providing internet and voice services. The spend amounts and descriptions align with the voice and data services category, while the zero amounts are classified as non-sourceable due to lack of specific context."
[blank],0.0,2100:accounts payable,2023-01-27,2023-02-09,"le0071 lama physicians, llc",[blank],charter communications,charter communications,non clinical|telecom|voice and data services,non clinical,telecom,voice and data services,classified_by_ai,"All transactions are associated with Charter Communications, a telecommunications company providing internet and voice services. The spend amounts and descriptions align with the voice and data services category, while the zero amounts are classified as non-sourceable due to lack of specific context."
[blank],25.57,6725:telecommunications,2023-01-27,2023-02-09,"le0071 lama physicians, llc",central office administration_lama,charter communications,charter communications,non clinical|telecom|voice and data services,non clinical,telecom,voice and data services,classified_by_ai,"All transactions are associated with Charter Communications, a telecommunications company providing internet and voice services. The spend amounts and descriptions align with the voice and data services category, while the zero amounts are classified as non-sourceable due to lack of specific context."
[blank],150.0,6450:professional fees,2022-04-21,2022-05-04,"le0096 family care partners of northeast florida, llc",clinics operations & support,architectural design,"jackson design company, inc",non clinical|construction services|architectural & engineering services,non clinical,construction services,architectural & engineering services,classified_by_ai,"The supplier, Jackson Design Company, Inc., specializes in design services, which aligns with architectural and engineering services for clinic renovations and facility expansions. The memo indicates that the services provided are related to architectural design, further supporting this classification."
[blank],0.0,2100:accounts payable,2022-04-21,2022-05-04,"le0096 family care partners of northeast florida, llc",[blank],architectural design,"jackson design company, inc",non clinical|construction services|architectural & engineering services,non clinical,construction services,architectural & engineering services,classified_by_ai,"The supplier, Jackson Design Company, Inc., specializes in design services, which aligns with architectural and engineering services for clinic renovations and facility expansions. The memo indicates that the services provided are related to architectural design, further supporting this classification."
[blank],150.0,6450:professional fees,2022-04-21,2022-05-04,"le0096 family care partners of northeast florida, llc",clinics operations & support,architectural design,"jackson design company, inc",non clinical|construction services|architectural & engineering services,non clinical,construction services,architectural & engineering services,classified_by_ai,"The supplier, Jackson Design Company, Inc., specializes in design services, which aligns with architectural and engineering services for clinic renovations and facility expansions. The memo indicates that the services provided are related to architectural design, further supporting this classification."
[blank],150.0,6450:professional fees,2022-04-21,2022-05-04,"le0096 family care partners of northeast florida, llc",clinics operations & support,architectural design,"jackson design company, inc",non clinical|construction services|architectural & engineering services,non clinical,construction services,architectural & engineering services,classified_by_ai,"The supplier, Jackson Design Company, Inc., specializes in design services, which aligns with architectural and engineering services for clinic renovations and facility expansions. The memo indicates that the services provided are related to architectural design, further supporting this classification."
trinity co marketing with devoted health  wilkens billboard 2/14-3/13,1840.0,6000:advertising,2022-02-01,2022-02-09,"le0053 trinity medical physicians services, llc",marketing_trinity,trinity co marketing with devoted health  wilkens billboard 2/14-3/13,amongst friends consulting inc,non clinical|marketing & print|print,non clinical,marketing & print,print,classified_by_ai,"The supplier, Amongst Friends Advertising & Consulting, provides marketing and advertising services, which aligns with the transaction's focus on billboard advertising for a marketing campaign. The spend amount and description further support this classification as it pertains to promotional activities."
trinity co marketing with devoted health  wilkens billboard 2/14-3/13,0.0,2100:accounts payable,2022-02-01,2022-02-09,"le0053 trinity medical physicians services, llc",[blank],trinity co marketing with devoted health  wilkens billboard 2/14-3/13,amongst friends consulting inc,non clinical|marketing & print|print,non clinical,marketing & print,print,classified_by_ai,"The supplier, Amongst Friends Advertising & Consulting, provides marketing and advertising services, which aligns with the transaction's focus on billboard advertising for a marketing campaign. The spend amount and description further support this classification as it pertains to promotional activities."
comm pest prevention,161.25,6600:repair & maintenance,2023-03-03,2023-03-07,"le0031 village physician group, llc",clinics operations & support_ofp82,comm pest prevention,massey services,non clinical|facilities management and maintenance services|pest control,non clinical,facilities management and maintenance services,pest control,classified_by_ai,"The supplier, Massey Services, specializes in pest prevention and control services, which aligns with the pest control category in the taxonomy. The line descriptions indicate pest prevention and rodent exclusion services, confirming the classification."
comm pest prevention,0.0,2100:accounts payable,2023-03-03,2023-03-07,"le0031 village physician group, llc",[blank],comm pest prevention,massey services,non clinical|facilities management and maintenance services|pest control,non clinical,facilities management and maintenance services,pest control,classified_by_ai,"The supplier, Massey Services, specializes in pest prevention and control services, which aligns with the pest control category in the taxonomy. The line descriptions indicate pest prevention and rodent exclusion services, confirming the classification."
rodent exclusion,32.25,6600:repair & maintenance,2023-03-03,2023-03-07,"le0031 village physician group, llc",clinics operations & support_ofp82,rodent exclusion,massey services,non clinical|facilities management and maintenance services|pest control,non clinical,facilities management and maintenance services,pest control,classified_by_ai,"The supplier, Massey Services, specializes in pest prevention and control services, which aligns with the pest control category in the taxonomy. The line descriptions indicate pest prevention and rodent exclusion services, confirming the classification."
rodent exclusion,0.0,2100:accounts payable,2023-03-03,2023-03-07,"le0031 village physician group, llc",[blank],rodent exclusion,massey services,non clinical|facilities management and maintenance services|pest control,non clinical,facilities management and maintenance services,pest control,classified_by_ai,"The supplier, Massey Services, specializes in pest prevention and control services, which aligns with the pest control category in the taxonomy. The line descriptions indicate pest prevention and rodent exclusion services, confirming the classification."
